TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,DATE
Theft of Bicycle,2017,10,22,13,0,4XX CAMPBELL AVE,Strathcona,493826.8833,5458662.7915,2017-10-22T00:00:00Z
Theft of Bicycle,2018,10,9,19,30,4XX CAMPBELL AVE,Strathcona,493826.8833,5458662.7915,2018-10-09T00:00:00Z
Theft of Bicycle,2019,2,11,22,30,4XX CAMPBELL AVE,Strathcona,493827.1899,5458672.7857,2019-02-11T00:00:00Z
Theft of Bicycle,2013,5,20,8,0,4XX CAMPBELL AVE,Strathcona,493837.079,5458696.9422,2013-05-20T00:00:00Z
Theft of Bicycle,2018,9,13,10,15,4XX CARRALL ST,Central Business District,492406.5383,5458719.6636,2018-09-13T00:00:00Z
Theft of Bicycle,2010,2,1,7,30,4XX CARRALL ST,Central Business District,492406.8333,5458727.419,2010-02-01T00:00:00Z
Theft of Bicycle,2015,9,30,12,0,4XX CARRALL ST,Central Business District,492406.8333,5458727.419,2015-09-30T00:00:00Z
Theft of Bicycle,2009,12,28,9,0,4XX CARRALL ST,Central Business District,492413.4846,5458656.8264,2009-12-28T00:00:00Z
Theft of Bicycle,2014,3,1,0,0,4XX CARRALL ST,Central Business District,492413.4846,5458656.8264,2014-03-01T00:00:00Z
Theft of Bicycle,2016,12,16,23,50,4XX CARRALL ST,Central Business District,492414.9269,5458699.3598,2016-12-16T00:00:00Z
Theft of Bicycle,2012,4,5,1,30,4XX CARRALL ST,Central Business District,492416.3952,5458738.2061,2012-04-05T00:00:00Z
Theft of Bicycle,2017,5,13,4,6,4XX CARRALL ST,Central Business District,492416.4161,5458738.6978,2017-05-13T00:00:00Z
Theft of Bicycle,2009,10,8,17,45,4XX CARRALL ST,Central Business District,492416.8196,5458749.3415,2009-10-08T00:00:00Z
Theft of Bicycle,2015,7,8,17,19,4XX CARRALL ST,Central Business District,492416.8196,5458749.3415,2015-07-08T00:00:00Z
Theft of Bicycle,2016,8,18,21,46,4XX CARRALL ST,Central Business District,492416.8196,5458749.3415,2016-08-18T00:00:00Z
Theft of Bicycle,2021,10,31,14,15,4XX CARRALL ST,Central Business District,492416.8196,5458749.3415,2021-10-31T00:00:00Z
Theft of Bicycle,2017,3,22,20,29,4XX CARRALL ST,Central Business District,492416.8603,5458750.3277,2017-03-22T00:00:00Z
Theft of Bicycle,2015,10,11,1,41,4XX COLUMBIA ST,Central Business District,492566.9911,5458741.2548,2015-10-11T00:00:00Z
Theft of Bicycle,2021,9,21,14,45,4XX DAVIE ST,Central Business District,491014.6337,5458073.8986,2021-09-21T00:00:00Z
Theft of Bicycle,2012,1,20,17,0,4XX DAVIE ST,Central Business District,491026.4436,5458062.0425,2012-01-20T00:00:00Z
Theft of Bicycle,2017,7,15,22,0,4XX DAVIE ST,Central Business District,491027.644,5458060.8377,2017-07-15T00:00:00Z
Theft of Bicycle,2018,8,18,13,0,4XX DAVIE ST,Central Business District,491027.644,5458060.8377,2018-08-18T00:00:00Z
Theft of Bicycle,2018,7,26,19,30,4XX DAVIE ST,Central Business District,491029.064,5458059.4121,2018-07-26T00:00:00Z
Theft of Bicycle,2004,4,24,1,0,4XX DENMAN ST,Central Business District,490365.8842,5460080.5027,2004-04-24T00:00:00Z
Theft of Bicycle,2004,7,28,20,54,4XX DENMAN ST,Central Business District,490365.8842,5460080.5027,2004-07-28T00:00:00Z
Theft of Bicycle,2014,9,15,5,58,4XX DENMAN ST,Central Business District,490365.8842,5460080.5027,2014-09-15T00:00:00Z
Theft of Bicycle,2021,6,22,17,15,4XX DRAKE ST,Central Business District,490846.5124,5458009.7336,2021-06-22T00:00:00Z
Theft of Bicycle,2004,4,22,0,0,4XX DRAKE ST,Central Business District,490854.0113,5458015.1899,2004-04-22T00:00:00Z
Theft of Bicycle,2017,9,26,17,0,4XX DUNLEVY AVE,Strathcona,493064.8573,5458695.5858,2017-09-26T00:00:00Z
Theft of Bicycle,2008,7,8,9,30,4XX DUNSMUIR ST,Central Business District,491740.1832,5458794.2418,2008-07-08T00:00:00Z
Theft of Bicycle,2010,3,3,15,30,4XX DUNSMUIR ST,Central Business District,491740.1832,5458794.2418,2010-03-03T00:00:00Z
Theft of Bicycle,2010,10,15,8,15,4XX DUNSMUIR ST,Central Business District,491740.1832,5458794.2418,2010-10-15T00:00:00Z
Theft of Bicycle,2015,9,21,14,30,4XX DUNSMUIR ST,Central Business District,491740.1832,5458794.2418,2015-09-21T00:00:00Z
Theft of Bicycle,2011,5,30,9,0,4XX DUNSMUIR ST,Central Business District,491740.2399,5458781.2295,2011-05-30T00:00:00Z
Theft of Bicycle,2011,8,2,17,6,4XX DUNSMUIR ST,Central Business District,491740.2399,5458781.2295,2011-08-02T00:00:00Z
Theft of Bicycle,2015,4,2,23,3,4XX DUNSMUIR ST,Central Business District,491740.2399,5458781.2295,2015-04-02T00:00:00Z
Theft of Bicycle,2017,5,27,8,54,4XX DUNSMUIR ST,Central Business District,491742.7772,5458778.6831,2017-05-27T00:00:00Z
Theft of Bicycle,2014,9,2,11,0,4XX DUNSMUIR ST,Central Business District,491744.1038,5458790.3068,2014-09-02T00:00:00Z
Theft of Bicycle,2020,8,20,11,56,4XX DUNSMUIR ST,Central Business District,491744.1038,5458790.3068,2020-08-20T00:00:00Z
Theft of Bicycle,2020,10,12,21,0,4XX DUNSMUIR ST,Central Business District,491744.1038,5458790.3068,2020-10-12T00:00:00Z
Theft of Bicycle,2011,10,29,23,0,4XX E 10TH AVE,Mount Pleasant,493012.1516,5456529.5351,2011-10-29T00:00:00Z
Theft of Bicycle,2006,8,15,6,30,4XX E 10TH AVE,Mount Pleasant,493049.1556,5456529.1832,2006-08-15T00:00:00Z
Theft of Bicycle,2015,10,20,22,0,4XX E 10TH AVE,Mount Pleasant,493049.1556,5456529.1832,2015-10-20T00:00:00Z
Theft of Bicycle,2019,8,15,1,0,4XX E 10TH AVE,Mount Pleasant,493049.1556,5456529.1832,2019-08-15T00:00:00Z
Theft of Bicycle,2005,11,14,16,0,4XX E 10TH AVE,Mount Pleasant,493070.3878,5456538.1257,2005-11-14T00:00:00Z
Theft of Bicycle,2006,2,10,2,11,4XX E 10TH AVE,Mount Pleasant,493070.3878,5456538.1257,2006-02-10T00:00:00Z
Theft of Bicycle,2007,5,15,15,0,4XX E 10TH AVE,Mount Pleasant,493070.3878,5456538.1257,2007-05-15T00:00:00Z
Theft of Bicycle,2013,2,22,17,0,4XX E 10TH AVE,Mount Pleasant,493070.3878,5456538.1257,2013-02-22T00:00:00Z
Theft of Bicycle,2016,3,1,6,36,4XX E 10TH AVE,Mount Pleasant,493070.3878,5456538.1257,2016-03-01T00:00:00Z
Theft of Bicycle,2018,6,27,10,0,4XX E 10TH AVE,Mount Pleasant,493071.2386,5456541.4767000005,2018-06-27T00:00:00Z
Theft of Bicycle,2013,4,5,19,0,4XX E 10TH AVE,Mount Pleasant,493112.3855,5456528.5723,2013-04-05T00:00:00Z
Theft of Bicycle,2020,1,3,14,0,4XX E 10TH AVE,Mount Pleasant,493137.8101,5456540.8783,2020-01-03T00:00:00Z
Theft of Bicycle,2010,10,14,1,0,4XX E 10TH AVE,Mount Pleasant,493138.7656,5456537.4546,2010-10-14T00:00:00Z
Theft of Bicycle,2020,12,10,17,20,4XX E 10TH AVE,Mount Pleasant,493141.7326,5456540.8314,2020-12-10T00:00:00Z
Theft of Bicycle,2013,9,11,18,0,4XX E 10TH AVE,Mount Pleasant,493168.8104,5456537.1559,2013-09-11T00:00:00Z
Theft of Bicycle,2013,6,6,23,0,4XX E 10TH AVE,Mount Pleasant,493195.0996,5456536.8946,2013-06-06T00:00:00Z
Theft of Bicycle,2019,9,3,23,30,4XX E 10TH AVE,Mount Pleasant,493210.122,5456536.7453,2019-09-03T00:00:00Z
Theft of Bicycle,2009,2,12,0,30,4XX E 11TH AVE,Mount Pleasant,493074.2415,5456443.1402,2009-02-12T00:00:00Z
Theft of Bicycle,2011,5,28,0,0,4XX E 11TH AVE,Mount Pleasant,493149.0003,5456432.9136,2011-05-28T00:00:00Z
Theft of Bicycle,2011,4,21,3,45,4XX E 11TH AVE,Mount Pleasant,493152.7367,5456432.8586,2011-04-21T00:00:00Z
Theft of Bicycle,2009,5,27,0,0,4XX E 11TH AVE,Mount Pleasant,493186.4986,5456441.507,2009-05-27T00:00:00Z
Theft of Bicycle,2013,10,1,21,0,4XX E 11TH AVE,Mount Pleasant,493186.4986,5456441.507,2013-10-01T00:00:00Z
Theft of Bicycle,2021,5,22,0,24,4XX E 12TH AVE,Mount Pleasant,493143.5301,5456333.9963,2021-05-22T00:00:00Z
Theft of Bicycle,2016,4,7,22,0,4XX E 13TH AVE,Mount Pleasant,493182.9839,5456281.3127,2016-04-07T00:00:00Z
Theft of Bicycle,2017,8,20,9,40,4XX E 15TH AVE,Mount Pleasant,492987.9132,5456074.6327,2017-08-20T00:00:00Z
Theft of Bicycle,2018,1,12,23,0,4XX E 15TH AVE,Mount Pleasant,493055.0923,5456070.053,2018-01-12T00:00:00Z
Theft of Bicycle,2013,4,26,16,18,4XX E 15TH AVE,Mount Pleasant,493066.8446,5456069.2515,2013-04-26T00:00:00Z
Theft of Bicycle,2019,8,6,21,0,4XX E 16TH AVE,Mount Pleasant,493087.0855,5455978.2209,2019-08-06T00:00:00Z
Theft of Bicycle,2019,8,7,1,0,4XX E 16TH AVE,Mount Pleasant,493087.0855,5455978.2209,2019-08-07T00:00:00Z
Theft of Bicycle,2010,10,11,22,0,4XX E 16TH AVE,Mount Pleasant,493090.2804,5455978.1346,2010-10-11T00:00:00Z
Theft of Bicycle,2022,3,7,20,0,4XX E 16TH AVE,Riley Park,493135.7503,5455970.178,2022-03-07T00:00:00Z
Theft of Bicycle,2012,6,16,22,0,4XX E 16TH AVE,Riley Park,493147.5423,5455967.4384,2012-06-16T00:00:00Z
Theft of Bicycle,2019,3,25,18,0,4XX E 17TH AVE,Riley Park,493013.1818,5455879.323,2019-03-25T00:00:00Z
Theft of Bicycle,2019,12,5,18,0,4XX E 17TH AVE,Riley Park,493058.5025,5455879.1072,2019-12-05T00:00:00Z
Theft of Bicycle,2021,9,9,23,0,4XX E 17TH AVE,Riley Park,493069.7891,5455869.9093,2021-09-09T00:00:00Z
Theft of Bicycle,2016,10,7,22,0,4XX E 17TH AVE,Riley Park,493073.6461,5455869.8909,2016-10-07T00:00:00Z
Theft of Bicycle,2018,9,4,20,0,4XX E 17TH AVE,Riley Park,493081.1628,5455878.9993,2018-09-04T00:00:00Z
Theft of Bicycle,2019,1,8,21,0,4XX E 17TH AVE,Riley Park,493103.8232,5455878.8914,2019-01-08T00:00:00Z
Theft of Bicycle,2022,3,17,20,0,4XX E 17TH AVE,Riley Park,493103.8232,5455878.8914,2022-03-17T00:00:00Z
Theft of Bicycle,2021,4,10,12,30,4XX E 19TH AVE,Riley Park,493026.858,5455670.5289,2021-04-10T00:00:00Z
Theft of Bicycle,2019,9,16,20,0,4XX E 19TH AVE,Riley Park,493158.4402,5455667.2995,2019-09-16T00:00:00Z
Theft of Bicycle,2007,12,3,15,30,4XX E 20TH AVE,Riley Park,493018.9298,5455580.0777,2007-12-03T00:00:00Z
Theft of Bicycle,2014,1,12,21,0,4XX E 20TH AVE,Riley Park,493022.304,5455570.8481,2014-01-12T00:00:00Z
Theft of Bicycle,2018,2,25,13,0,4XX E 20TH AVE,Riley Park,493024.0628,5455570.8051,2018-02-25T00:00:00Z
Theft of Bicycle,2014,4,12,0,0,4XX E 20TH AVE,Riley Park,493137.4509,5455568.0241,2014-04-12T00:00:00Z
Theft of Bicycle,2014,12,10,8,30,4XX E 21ST AVE,Riley Park,492980.3232,5455479.9507,2014-12-10T00:00:00Z
Theft of Bicycle,2010,11,20,0,0,4XX E 21ST AVE,Riley Park,493066.179,5455468.8824,2010-11-20T00:00:00Z
Theft of Bicycle,2013,11,28,13,51,4XX E 21ST AVE,Riley Park,493084.1083,5455468.481,2013-11-28T00:00:00Z
Theft of Bicycle,2021,11,27,13,30,4XX E 22ND AVE,Riley Park,493074.8741,5455378.0513,2021-11-27T00:00:00Z
Theft of Bicycle,2014,12,29,19,30,4XX E 23RD AVE,Riley Park,493029.3802,5455277.6596,2014-12-29T00:00:00Z
Theft of Bicycle,2016,9,26,8,30,4XX E 24TH AVE,Riley Park,492999.2491,5455178.6986,2016-09-26T00:00:00Z
Theft of Bicycle,2017,10,4,8,30,4XX E 24TH AVE,Riley Park,492999.2491,5455178.6986,2017-10-04T00:00:00Z
Theft of Bicycle,2018,10,29,13,30,4XX E 24TH AVE,Riley Park,492999.2491,5455178.6986,2018-10-29T00:00:00Z
Theft of Bicycle,2018,12,17,8,45,4XX E 24TH AVE,Riley Park,492999.2491,5455178.6986,2018-12-17T00:00:00Z
Theft of Bicycle,2018,12,18,8,30,4XX E 24TH AVE,Riley Park,492999.2491,5455178.6986,2018-12-18T00:00:00Z
Theft of Bicycle,2019,2,8,8,30,4XX E 24TH AVE,Riley Park,492999.2491,5455178.6986,2019-02-08T00:00:00Z
Theft of Bicycle,2004,10,4,8,0,4XX E 24TH AVE,Riley Park,493001.7334,5455178.6463,2004-10-04T00:00:00Z
Theft of Bicycle,2009,11,27,8,0,4XX E 24TH AVE,Riley Park,493001.7334,5455178.6463,2009-11-27T00:00:00Z
Theft of Bicycle,2010,10,15,16,0,4XX E 24TH AVE,Riley Park,493001.7334,5455178.6463,2010-10-15T00:00:00Z
Theft of Bicycle,2021,11,22,15,0,4XX E 24TH AVE,Riley Park,493001.7334,5455178.6463,2021-11-22T00:00:00Z
Theft of Bicycle,2010,11,14,0,0,4XX E 24TH AVE,Riley Park,493005.1479,5455169.4286,2010-11-14T00:00:00Z
Theft of Bicycle,2016,7,13,13,0,4XX E 24TH AVE,Riley Park,493005.1479,5455169.4286,2016-07-13T00:00:00Z
Theft of Bicycle,2008,9,6,16,0,4XX E 28TH AVE,Riley Park,492959.3196,5454762.9001,2008-09-06T00:00:00Z
Theft of Bicycle,2009,5,8,16,0,4XX E 28TH AVE,Riley Park,493130.8005,5454769.7924,2009-05-08T00:00:00Z
Theft of Bicycle,2015,9,13,10,0,4XX E 28TH AVE,Riley Park,493130.8005,5454769.7924,2015-09-13T00:00:00Z
Theft of Bicycle,2004,11,24,20,52,4XX E 29TH AVE,Riley Park,492972.8641,5454666.4527,2004-11-24T00:00:00Z
Theft of Bicycle,2010,8,28,0,0,4XX E 29TH AVE,Riley Park,493059.4603,5454664.7654,2010-08-28T00:00:00Z
Theft of Bicycle,2018,5,18,19,0,4XX E 30TH AVE,Riley Park,492986.2338,5454526.7834,2018-05-18T00:00:00Z
Theft of Bicycle,2014,7,20,17,0,4XX E 30TH AVE,Riley Park,493018.2541,5454535.4851,2014-07-20T00:00:00Z
Theft of Bicycle,2010,10,11,22,0,4XX E 30TH AVE,Riley Park,493062.1756,5454525.7326,2010-10-11T00:00:00Z
Theft of Bicycle,2016,5,21,23,0,4XX E 34TH AVE,Riley Park,493005.2091,5454091.2825,2016-05-21T00:00:00Z
Theft of Bicycle,2018,6,25,18,0,4XX E 35TH AVE,Riley Park,492996.3102,5454005.5218,2018-06-25T00:00:00Z
Theft of Bicycle,2017,1,27,0,0,4XX E 35TH AVE,Riley Park,493019.4923,5454013.5966,2017-01-27T00:00:00Z
Theft of Bicycle,2004,7,21,15,43,4XX E 36TH AVE,Riley Park,492973.0067,5453918.1032,2004-07-21T00:00:00Z
Theft of Bicycle,2019,8,19,22,30,4XX E 36TH AVE,Riley Park,493000.2715,5453926.3399,2019-08-19T00:00:00Z
Theft of Bicycle,2015,8,21,12,0,4XX E 37TH AVE,Riley Park,492991.5484,5453828.8999,2015-08-21T00:00:00Z
Theft of Bicycle,2019,8,25,14,10,4XX E 37TH AVE,Riley Park,493052.7373,5453826.4975,2019-08-25T00:00:00Z
Theft of Bicycle,2018,3,4,10,0,4XX E 37TH AVE,Riley Park,493063.3125,5453826.0826,2018-03-04T00:00:00Z
Theft of Bicycle,2009,10,5,17,51,4XX E 38TH AVE,Riley Park,493070.7567,5453714.4029,2009-10-05T00:00:00Z
Theft of Bicycle,2005,10,20,13,0,4XX E 38TH AVE,Riley Park,493086.6271,5453713.9067,2005-10-20T00:00:00Z
Theft of Bicycle,2013,4,28,6,30,4XX E 41ST AVE,Sunset,493102.6728,5453350.8504,2013-04-28T00:00:00Z
Theft of Bicycle,2015,1,15,17,30,4XX E 43RD AVE,Sunset,493004.079,5453144.0713,2015-01-15T00:00:00Z
Theft of Bicycle,2016,3,26,0,0,4XX E 43RD AVE,Sunset,493026.0941,5453143.488,2016-03-26T00:00:00Z
Theft of Bicycle,2020,8,19,3,0,4XX E 43RD AVE,Sunset,493054.2734,5453142.742,2020-08-19T00:00:00Z
Theft of Bicycle,2021,10,16,0,0,4XX E 44TH AVE,Sunset,492962.7826,5453044.9325,2021-10-16T00:00:00Z
Theft of Bicycle,2021,10,16,22,0,4XX E 44TH AVE,Sunset,492962.7826,5453044.9325,2021-10-16T00:00:00Z
Theft of Bicycle,2021,10,17,0,0,4XX E 44TH AVE,Sunset,492962.7826,5453044.9325,2021-10-17T00:00:00Z
Theft of Bicycle,2019,4,13,14,0,4XX E 44TH AVE,Sunset,493024.1544,5453052.4296,2019-04-13T00:00:00Z
Theft of Bicycle,2019,9,16,23,0,4XX E 44TH AVE,Sunset,493024.1544,5453052.4296,2019-09-16T00:00:00Z
Theft of Bicycle,2004,1,30,13,0,4XX E 44TH AVE,Sunset,493033.6583,5453052.1743,2004-01-30T00:00:00Z
Theft of Bicycle,2013,1,24,21,0,4XX E 44TH AVE,Sunset,493033.6583,5453052.1743,2013-01-24T00:00:00Z
Theft of Bicycle,2014,1,14,17,30,4XX E 44TH AVE,Sunset,493033.6583,5453052.1743,2014-01-14T00:00:00Z
Theft of Bicycle,2014,6,2,23,30,4XX E 44TH AVE,Sunset,493033.6583,5453052.1743,2014-06-02T00:00:00Z
Theft of Bicycle,2013,4,10,14,0,4XX E 44TH AVE,Sunset,493037.9144,5453042.9125,2013-04-10T00:00:00Z
Theft of Bicycle,2015,5,18,12,0,4XX E 45TH AVE,Sunset,492958.8493,5452945.3396,2015-05-18T00:00:00Z
Theft of Bicycle,2022,5,4,1,0,4XX E 45TH AVE,Sunset,492974.4514,5452944.7924,2022-05-04T00:00:00Z
Theft of Bicycle,2022,5,14,15,30,4XX E 45TH AVE,Sunset,493050.4671,5452951.2757,2022-05-14T00:00:00Z
Theft of Bicycle,2019,6,1,15,30,4XX E 45TH AVE,Sunset,493125.8417,5452939.4822,2019-06-01T00:00:00Z
Theft of Bicycle,2016,6,7,0,0,4XX E 46TH AVE,Sunset,492920.0702,5452846.6039,2016-06-07T00:00:00Z
Theft of Bicycle,2010,4,11,20,0,4XX E 46TH AVE,Sunset,493016.0371,5452852.6549,2010-04-11T00:00:00Z
Theft of Bicycle,2012,3,6,18,0,4XX E 46TH AVE,Sunset,493016.0371,5452852.6549,2012-03-06T00:00:00Z
Theft of Bicycle,2010,9,14,17,0,4XX E 48TH AVE,Sunset,492928.3551,5452648.9817,2010-09-14T00:00:00Z
Theft of Bicycle,2021,12,18,5,5,4XX E 48TH AVE,Sunset,493123.1998,5452653.1343,2021-12-18T00:00:00Z
Theft of Bicycle,2008,7,11,17,0,4XX E 51ST AVE,Sunset,492916.723,5452320.0139,2008-07-11T00:00:00Z
Theft of Bicycle,2021,6,8,18,30,4XX E 53RD AVE,Sunset,493018.6727,5452125.4126,2021-06-08T00:00:00Z
Theft of Bicycle,2021,7,6,12,0,4XX E 53RD AVE,Sunset,493018.6727,5452125.4126,2021-07-06T00:00:00Z
Theft of Bicycle,2013,10,2,17,0,4XX E 54TH AVE,Sunset,492933.8939,5452028.9211,2013-10-02T00:00:00Z
Theft of Bicycle,2015,11,8,11,0,4XX E 54TH AVE,Sunset,493012.0216,5452017.4878,2015-11-08T00:00:00Z
Theft of Bicycle,2007,7,21,8,24,4XX E 55TH AVE,Sunset,492988.5837,5451917.8366,2007-07-21T00:00:00Z
Theft of Bicycle,2005,8,10,18,30,4XX E 56TH AVE,Sunset,492929.6961,5451834.0737,2005-08-10T00:00:00Z
Theft of Bicycle,2012,6,7,7,0,4XX E 56TH AVE,Sunset,492929.6961,5451834.0737,2012-06-07T00:00:00Z
Theft of Bicycle,2014,9,29,23,0,4XX E 56TH AVE,Sunset,492987.001,5451833.382,2014-09-29T00:00:00Z
Theft of Bicycle,2016,8,6,16,45,4XX E 56TH AVE,Sunset,493009.8127,5451823.9621,2016-08-06T00:00:00Z
Theft of Bicycle,2012,12,18,16,8,4XX E 56TH AVE,Sunset,493067.228,5451832.4138,2012-12-18T00:00:00Z
Theft of Bicycle,2015,4,14,1,9,4XX E 56TH AVE,Sunset,493078.5786,5451823.1321,2015-04-14T00:00:00Z
Theft of Bicycle,2008,5,10,12,0,4XX E 58TH AVE,Sunset,492994.5582,5451612.1959,2008-05-10T00:00:00Z
Theft of Bicycle,2006,4,29,16,45,4XX E 58TH AVE,Sunset,493030.3981,5451611.1624,2006-04-29T00:00:00Z
Theft of Bicycle,2003,11,28,9,0,4XX E 5TH AVE,Mount Pleasant,493130.8507,5457054.8569,2003-11-28T00:00:00Z
Theft of Bicycle,2011,1,3,20,0,4XX E 5TH AVE,Mount Pleasant,493213.4536,5457044.2658,2011-01-03T00:00:00Z
Theft of Bicycle,2019,7,24,21,0,4XX E 64TH AVE,Sunset,492935.4541,5451059.5133,2019-07-24T00:00:00Z
Theft of Bicycle,2016,11,14,11,3,4XX E 64TH AVE,Sunset,492942.3982,5451059.3697,2016-11-14T00:00:00Z
Theft of Bicycle,2003,10,23,20,30,4XX E 6TH AVE,Mount Pleasant,493142.3557,5456944.3458,2003-10-23T00:00:00Z
Theft of Bicycle,2005,6,2,18,0,4XX E 6TH AVE,Mount Pleasant,493142.3557,5456944.3458,2005-06-02T00:00:00Z
Theft of Bicycle,2009,6,1,0,0,4XX E 6TH AVE,Mount Pleasant,493142.3557,5456944.3458,2009-06-01T00:00:00Z
Theft of Bicycle,2006,1,11,6,22,4XX E 6TH AVE,Mount Pleasant,493167.8293,5456944.0987,2006-01-11T00:00:00Z
Theft of Bicycle,2021,3,15,17,0,4XX E 6TH AVE,Mount Pleasant,493167.8293,5456944.0987,2021-03-15T00:00:00Z
Theft of Bicycle,2012,8,11,0,0,4XX E 6TH AVE,Mount Pleasant,493218.7767,5456943.6044,2012-08-11T00:00:00Z
Theft of Bicycle,2017,9,16,12,0,4XX E 6TH AVE,Mount Pleasant,493224.5262,5456952.6929,2017-09-16T00:00:00Z
Theft of Bicycle,2014,7,15,10,0,4XX E 8TH AVE,Mount Pleasant,493024.0981,5456745.82,2014-07-15T00:00:00Z
Theft of Bicycle,2011,7,14,1,0,4XX E 8TH AVE,Mount Pleasant,493033.7068,5456745.7092,2011-07-14T00:00:00Z
Theft of Bicycle,2018,6,16,20,0,4XX E 8TH AVE,Mount Pleasant,493099.0475,5456744.9469,2018-06-16T00:00:00Z
Theft of Bicycle,2006,8,13,14,0,4XX E 8TH AVE,Mount Pleasant,493102.0682,5456744.9059,2006-08-13T00:00:00Z
Theft of Bicycle,2008,8,13,8,38,4XX E 8TH AVE,Mount Pleasant,493102.0682,5456744.9059,2008-08-13T00:00:00Z
Theft of Bicycle,2021,8,2,12,0,4XX E 8TH AVE,Mount Pleasant,493161.1174,5456744.0946,2021-08-02T00:00:00Z
Theft of Bicycle,2011,8,28,16,30,4XX E 8TH AVE,Mount Pleasant,493213.1004,5456752.5252,2011-08-28T00:00:00Z
Theft of Bicycle,2015,7,28,16,5,4XX E 8TH AVE,Mount Pleasant,493213.1004,5456752.5252,2015-07-28T00:00:00Z
Theft of Bicycle,2020,10,16,13,30,4XX E BROADWAY AVE,Mount Pleasant,493016.0387,5456652.1342,2020-10-16T00:00:00Z
Theft of Bicycle,2014,7,24,21,30,4XX E BROADWAY AVE,Mount Pleasant,493049.0592,5456651.5197,2014-07-24T00:00:00Z
Theft of Bicycle,2018,1,27,11,30,4XX E BROADWAY AVE,Mount Pleasant,493064.4473,5456641.205,2018-01-27T00:00:00Z
Theft of Bicycle,2020,4,7,20,0,4XX E BROADWAY AVE,Mount Pleasant,493087.2526,5456639.507,2020-04-07T00:00:00Z
Theft of Bicycle,2020,5,26,9,30,4XX E BROADWAY AVE,Mount Pleasant,493087.2526,5456639.507,2020-05-26T00:00:00Z
Theft of Bicycle,2021,1,15,12,0,4XX E BROADWAY AVE,Mount Pleasant,493087.2526,5456639.507,2021-01-15T00:00:00Z
Theft of Bicycle,2018,1,29,15,15,4XX E BROADWAY AVE,Mount Pleasant,493088.8073,5456639.3913,2018-01-29T00:00:00Z
Theft of Bicycle,2016,10,8,22,0,4XX E BROADWAY AVE,Mount Pleasant,493098.5306,5456639.1242,2016-10-08T00:00:00Z
Theft of Bicycle,2007,8,10,16,25,4XX E BROADWAY AVE,Mount Pleasant,493180.5993,5456647.332,2007-08-10T00:00:00Z
Theft of Bicycle,2017,8,4,14,40,4XX E BROADWAY AVE,Mount Pleasant,493181.4004,5456647.3232,2017-08-04T00:00:00Z
Theft of Bicycle,2014,5,16,15,4,4XX E CORDOVA ST,Strathcona,493071.284,5458827.6703,2014-05-16T00:00:00Z
Theft of Bicycle,2021,8,11,13,27,4XX E CORDOVA ST,Strathcona,493087.1644,5458827.3062,2021-08-11T00:00:00Z
Theft of Bicycle,2018,11,17,17,0,4XX E HASTINGS ST,Strathcona,493068.3246,5458733.2572,2018-11-17T00:00:00Z
Theft of Bicycle,2013,9,7,9,0,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.1747,2013-09-07T00:00:00Z
Theft of Bicycle,2015,1,31,22,0,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.1747,2015-01-31T00:00:00Z
Theft of Bicycle,2015,3,4,23,0,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.1747,2015-03-04T00:00:00Z
Theft of Bicycle,2018,4,30,10,0,4XX E HASTINGS ST,Strathcona,493093.1803,5458732.514,2018-04-30T00:00:00Z
Theft of Bicycle,2014,12,26,21,0,4XX E HASTINGS ST,Strathcona,493107.8326,5458722.928,2014-12-26T00:00:00Z
Theft of Bicycle,2022,3,17,0,0,4XX E HASTINGS ST,Strathcona,493115.2743,5458731.8534,2022-03-17T00:00:00Z
Theft of Bicycle,2005,3,5,13,0,4XX E HASTINGS ST,Strathcona,493121.327,5458731.6726,2005-03-05T00:00:00Z
Theft of Bicycle,2006,3,31,12,0,4XX E HASTINGS ST,Strathcona,493131.9039,5458731.3564,2006-03-31T00:00:00Z
Theft of Bicycle,2006,6,15,9,0,4XX E HASTINGS ST,Strathcona,493150.1402,5458721.663,2006-06-15T00:00:00Z
Theft of Bicycle,2005,7,15,9,30,4XX E HASTINGS ST,Strathcona,493166.2788,5458730.3286,2005-07-15T00:00:00Z
Theft of Bicycle,2006,3,14,17,40,4XX E HASTINGS ST,Strathcona,493166.2788,5458730.3286,2006-03-14T00:00:00Z
Theft of Bicycle,2011,8,27,10,45,4XX E HASTINGS ST,Strathcona,493166.2788,5458730.3286,2011-08-27T00:00:00Z
Theft of Bicycle,2011,2,14,12,48,4XX E KING EDWARD AVE,Riley Park,492961.902,5455104.994,2011-02-14T00:00:00Z
Theft of Bicycle,2020,8,8,22,0,4XX E KING EDWARD AVE,Riley Park,492990.1823,5455113.5627,2020-08-08T00:00:00Z
Theft of Bicycle,2005,5,4,22,34,4XX E KING EDWARD AVE,Riley Park,493126.47120000003,5455101.8344,2005-05-04T00:00:00Z
Theft of Bicycle,2005,5,14,17,58,4XX E PENDER ST,Strathcona,493065.4797,5458615.6264,2005-05-14T00:00:00Z
